Feature,Duration,ATE,Type
Heater Dutycycle,90,-17.542360200458365,IBS_R
2.5V_PCU_ELB,100,-69.06133131947892,IBS_R
Radial Distance from Sun,100,-0.0738606968670701,IBS_R
Electronic Box Temperature,100,-6.912337960732199,IBS_R
Search Coil Magnetometer's Temperature,100,2.202680103333795,IBS_R
Solar Array's Angle,100,4.975557602085794,IBS_R
High Gain Antenna Azimuth,100,54.22594442576176,IBS_R
Heater Dutycycle,100,27.089756688197376,IBS_R
2.5V_PCU_ELB,110,-0.4158124194797691,IBS_R
Radial Distance from Sun,110,-0.0730884955811883,IBS_R
Electronic Box Temperature,110,-31.441277033965367,IBS_R
Search Coil Magnetometer's Temperature,110,-21.81806966870386,IBS_R
Solar Array's Angle,110,-91.91364053505698,IBS_R
High Gain Antenna Azimuth,110,15.448818195365035,IBS_R
Heater Dutycycle,110,-24.97785673270482,IBS_R
2.5V_PCU_ELB,120,-38.434892734442606,IBS_R
Radial Distance from Sun,120,-0.0722198985448419,IBS_R
Electronic Box Temperature,120,-15.692377173798334,IBS_R
Search Coil Magnetometer's Temperature,120,-20.34492135673324,IBS_R
Solar Array's Angle,120,12.619528731977349,IBS_R
High Gain Antenna Azimuth,120,-2.648343542407301,IBS_R
Heater Dutycycle,120,-34.59332078358609,IBS_R
2.5V_PCU_ELB,130,47.993264599794514,IBS_R
Radial Distance from Sun,130,-0.0709552589067432,IBS_R
Electronic Box Temperature,130,-26.10020504203729,IBS_R
Search Coil Magnetometer's Temperature,130,-11.57369081335834,IBS_R
Solar Array's Angle,130,54.22749856072444,IBS_R
High Gain Antenna Azimuth,130,-9.606403715934633,IBS_R
Heater Dutycycle,130,-27.628522662077327,IBS_R
2.5V_PCU_ELB,140,47.93176895714706,IBS_R
Radial Distance from Sun,140,-0.0697653062189082,IBS_R
Electronic Box Temperature,140,-29.081775748898743,IBS_R
Search Coil Magnetometer's Temperature,140,13.660929801805658,IBS_R
Solar Array's Angle,140,61.70764242647042,IBS_R
High Gain Antenna Azimuth,140,-16.400278813276643,IBS_R
Heater Dutycycle,140,41.93302108181282,IBS_R
2.5V_PCU_ELB,150,48.06931592300035,IBS_R
Radial Distance from Sun,150,-0.0687191770924107,IBS_R
Electronic Box Temperature,150,-14.528803034553976,IBS_R
Search Coil Magnetometer's Temperature,150,19.42037383381113,IBS_R
Solar Array's Angle,150,-13.22468601318863,IBS_R
High Gain Antenna Azimuth,150,-54.96919310667019,IBS_R
Heater Dutycycle,150,61.02146411673318,IBS_R
2.5V_PCU_ELB,160,11.003956016201768,IBS_R
Radial Distance from Sun,160,-0.0673488400602678,IBS_R
Electronic Box Temperature,160,28.633044326175824,IBS_R
Search Coil Magnetometer's Temperature,160,-44.540027314365474,IBS_R
Solar Array's Angle,160,-20.365417510472582,IBS_R
High Gain Antenna Azimuth,160,30.71525177753663,IBS_R
Heater Dutycycle,160,-7.451290948007823,IBS_R
2.5V_PCU_ELB,170,18.11308327402472,IBS_R
Radial Distance from Sun,170,-0.0659050743423091,IBS_R
Electronic Box Temperature,170,59.04648615888266,IBS_R
Search Coil Magnetometer's Temperature,170,20.366059265861384,IBS_R
Solar Array's Angle,170,1.5911347990973992,IBS_R
High Gain Antenna Azimuth,170,67.98747762269413,IBS_R
Heater Dutycycle,170,7.075568043510756,IBS_R
2.5V_PCU_ELB,180,-15.365681320826914,IBS_R
Radial Distance from Sun,180,-0.0645491465067942,IBS_R
Electronic Box Temperature,180,-23.20011912224225,IBS_R
Search Coil Magnetometer's Temperature,180,-18.225163231199748,IBS_R
Solar Array's Angle,180,-2.974150655740834,IBS_R
High Gain Antenna Azimuth,180,67.33431995535868,IBS_R
Heater Dutycycle,180,7.936377184408293,IBS_R
2.5V_PCU_ELB,190,3.6467341580181984,IBS_R
